hour,group1,group2,group3,group4,group5
3599,356403,89101,178201,133651,133651
3600,344130,86033,172065,129049,129049
3601,413341,103335,206671,155003,155003
3602,489776,122444,244888,183666,183666
3603,558035,139509,279017,209263,209263
3604,713928,178482,356964,267723,267723
3605,737942,184486,368971,276728,276728
3606,714264,178566,357132,267849,267849
3607,670550,167638,335275,251456,251456
3608,744169,186042,372084,279063,279063
3609,780970,195242,390485,292864,292864
3610,788746,197186,394373,295780,295780
3611,730685,182671,365342,274007,274007
3612,636168,159042,318084,238563,238563
3613,563096,140774,281548,211161,211161
3614,513141,128285,256570,192428,192428
3615,527822,131956,263911,197933,197933
3616,563678,140920,281839,211379,211379
3617,464449,116112,232224,174168,174168
3618,410348,102587,205174,153881,153881
3619,354934,88734,177467,133100,133100
3620,347545,86886,173772,130329,130329
3621,352730,88183,176365,132274,132274
3622,363142,90786,181571,136178,136178
3623,370382,92595,185191,138893,138893
3624,369574,92394,184787,138590,138590
3625,401328,100332,200664,150498,150498
3626,462011,115503,231006,173254,173254
3627,590866,147717,295433,221575,221575
3628,693187,173297,346594,259945,259945
3629,751599,187900,375799,281850,281850
3630,744584,186146,372292,279219,279219
3631,729897,182474,364948,273711,273711
3632,761184,190296,380592,285444,285444
3633,804375,201094,402187,301641,301641
3634,767751,191938,383876,287907,287907
3635,762487,190622,381243,285933,285933
3636,658618,164655,329309,246982,246982
3637,592796,148199,296398,222298,222298
3638,533347,133337,266674,200005,200005
3639,539050,134762,269525,202144,202144
3640,574219,143555,287109,215332,215332
3641,467765,116941,233883,175412,175412
3642,409712,102428,204856,153642,153642
3643,361322,90331,180661,135496,135496
3644,368821,92205,184410,138308,138308
3645,370176,92544,185088,138816,138816
3646,399603,99901,199802,149851,149851
3647,421197,105299,210599,157949,157949
3648,385260,96315,192630,144473,144473
3649,438132,109533,219066,164299,164299
3650,533264,133316,266632,199974,199974
3651,581990,145498,290995,218246,218246
3652,717892,179473,358946,269210,269210
3653,740362,185090,370181,277636,277636
3654,709689,177422,354845,266133,266133
3655,700703,175176,350352,262764,262764
3656,724454,181114,362227,271670,271670
3657,766373,191593,383187,287390,287390
3658,717719,179430,358860,269145,269145
3659,797873,199468,398936,299202,299202
3660,635554,158889,317777,238333,238333
3661,598497,149624,299249,224436,224436
3662,575342,143836,287671,215753,215753
3663,553134,138283,276567,207425,207425
3664,535071,133768,267536,200652,200652
3665,454586,113646,227293,170470,170470
3666,405994,101498,202997,152248,152248
3667,375364,93841,187682,140762,140762
3668,353376,88344,176688,132516,132516
3669,379796,94949,189898,142424,142424
3670,365407,91352,182703,137028,137028
3671,366036,91509,183018,137264,137264
3672,389764,97441,194882,146161,146161
3673,436494,109123,218247,163685,163685
3674,511031,127758,255516,191637,191637
3675,597519,149380,298759,224070,224070
3676,706671,176668,353336,265002,265002
3677,687098,171775,343549,257662,257662
3678,661997,165499,330999,248249,248249
3679,639866,159967,319933,239950,239950
3680,698878,174720,349439,262079,262079
3681,709176,177294,354588,265941,265941
3682,675452,168863,337726,253294,253294
3683,641014,160253,320507,240380,240380
3684,567044,141761,283522,212642,212642
3685,516758,129190,258379,193784,193784
3686,483920,120980,241960,181470,181470
3687,456630,114158,228315,171236,171236
3688,488584,122146,244292,183219,183219
3689,387272,96818,193636,145227,145227
3690,335494,83873,167747,125810,125810
3691,314659,78665,157330,117997,117997
3692,283131,70783,141565,106174,106174
3693,279852,69963,139926,104944,104944
3694,289522,72381,144761,108571,108571
3695,251396,62849,125698,94274,94274
3696,250727,62682,125364,94023,94023
3697,262348,65587,131174,98381,98381
3698,255106,63777,127553,95665,95665
3699,255832,63958,127916,95937,95937
3700,279300,69825,139650,104738,104738
3701,341883,85471,170941,128206,128206
3702,309226,77306,154613,115960,115960
3703,301272,75318,150636,112977,112977
3704,322704,80676,161352,121014,121014
3705,324139,81035,162069,121552,121552
3706,332467,83117,166234,124675,124675
3707,356139,89035,178069,133552,133552
3708,323220,80805,161610,121208,121208
3709,356988,89247,178494,133870,133870
3710,326335,81584,163167,122376,122376
3711,336096,84024,168048,126036,126036
3712,305355,76339,152677,114508,114508
3713,283044,70761,141522,106142,106142
3714,288761,72190,144381,108285,108285
3715,272333,68083,136166,102125,102125
3716,273970,68493,136985,102739,102739
3717,243988,60997,121994,91496,91496
3718,236847,59212,118423,88818,88818
3719,243992,60998,121996,91497,91497
3720,238898,59724,119449,89587,89587
3721,241484,60371,120742,90557,90557
3722,228990,57248,114495,85871,85871
3723,247622,61906,123811,92858,92858
3724,273940,68485,136970,102728,102728
3725,280303,70076,140152,105114,105114
3726,284243,71061,142122,106591,106591
3727,295143,73786,147571,110679,110679
3728,310089,77522,155045,116283,116283
3729,307327,76832,153664,115248,115248
3730,351468,87867,175734,131800,131800
3731,334145,83536,167073,125304,125304
3732,351305,87826,175652,131739,131739
3733,332675,83169,166337,124753,124753
3734,336025,84006,168012,126009,126009
3735,331794,82949,165897,124423,124423
3736,312197,78049,156099,117074,117074
3737,302308,75577,151154,113365,113365
3738,291259,72815,145630,109222,109222
3739,266883,66721,133441,100081,100081
3740,287302,71826,143651,107738,107738
3741,317782,79445,158891,119168,119168
3742,336960,84240,168480,126360,126360
3743,348103,87026,174052,130539,130539
3744,354264,88566,177132,132849,132849
3745,405996,101499,202998,152249,152249
3746,479174,119794,239587,179690,179690
3747,572054,143014,286027,214520,214520
3748,695179,173795,347589,260692,260692
3749,765438,191360,382719,287039,287039
3750,724464,181116,362232,271674,271674
3751,689589,172397,344794,258596,258596
3752,732256,183064,366128,274596,274596
3753,824602,206151,412301,309226,309226
3754,807322,201830,403661,302746,302746
3755,754022,188505,377011,282758,282758
3756,660178,165044,330089,247567,247567
3757,578057,144514,289029,216771,216771
3758,570413,142603,285206,213905,213905
3759,551852,137963,275926,206945,206945
3760,516326,129082,258163,193622,193622
3761,509242,127310,254621,190966,190966
3762,426038,106510,213019,159764,159764
3763,375581,93895,187790,140843,140843
3764,364090,91022,182045,136534,136534
3765,387501,96875,193750,145313,145313
3766,385964,96491,192982,144737,144737
3767,402019,100505,201010,150757,150757
3768,430307,107577,215153,161365,161365
3769,470938,117734,235469,176602,176602
3770,516845,129211,258422,193817,193817
3771,627350,156838,313675,235256,235256
3772,740788,185197,370394,277796,277796
3773,759462,189865,379731,284798,284798
3774,731452,182863,365726,274295,274295
3775,752841,188210,376421,282315,282315
3776,826330,206582,413165,309874,309874
3777,800150,200038,400075,300056,300056
3778,845597,211399,422798,317099,317099
3779,809309,202327,404654,303491,303491
3780,679571,169893,339785,254839,254839
3781,615491,153873,307745,230809,230809
3782,587180,146795,293590,220193,220193
3783,566789,141697,283394,212546,212546
3784,525018,131255,262509,196882,196882
3785,485306,121327,242653,181990,181990
3786,419938,104985,209969,157477,157477
3787,390013,97503,195007,146255,146255
3788,375759,93940,187879,140910,140910
3789,401238,100310,200619,150464,150464
3790,401146,100287,200573,150430,150430
3791,394500,98625,197250,147938,147938
3792,402083,100521,201041,150781,150781
3793,454330,113582,227165,170374,170374
3794,516470,129118,258235,193676,193676
3795,628992,157248,314496,235872,235872
3796,713232,178308,356616,267462,267462
3797,803496,200874,401748,301311,301311
3798,735407,183852,367703,275778,275778
3799,709085,177271,354542,265907,265907
3800,781860,195465,390930,293198,293198
3801,818202,204550,409101,306826,306826
3802,813973,203493,406987,305240,305240
3803,833328,208332,416664,312498,312498
3804,674800,168700,337400,253050,253050
3805,589228,147307,294614,220961,220961
3806,589675,147419,294838,221128,221128
3807,561616,140404,280808,210606,210606
3808,547972,136993,273986,205490,205490
3809,502389,125597,251195,188396,188396
3810,429924,107481,214962,161222,161222
3811,409204,102301,204602,153451,153451
3812,412467,103117,206234,154675,154675
3813,389251,97313,194626,145969,145969
3814,411436,102859,205718,154288,154288
3815,426122,106530,213061,159796,159796
3816,425951,106488,212976,159732,159732
3817,484164,121041,242082,181562,181562
3818,552009,138002,276004,207003,207003
3819,642696,160674,321348,241011,241011
3820,719219,179805,359610,269707,269707
3821,778378,194594,389189,291892,291892
3822,724378,181094,362189,271642,271642
3823,725501,181375,362750,272063,272063
3824,784944,196236,392472,294354,294354
3825,815347,203837,407673,305755,305755
3826,682083,170521,341041,255781,255781
3827,772675,193169,386338,289753,289753
3828,650583,162646,325292,243969,243969
3829,577523,144381,288762,216571,216571
3830,542615,135654,271307,203481,203481
3831,578707,144677,289354,217015,217015
3832,629251,157313,314626,235969,235969
3833,524707,131177,262354,196765,196765
3834,419461,104865,209730,157298,157298
3835,389488,97372,194744,146058,146058
3836,400033,100008,200016,150012,150012
3837,409938,102484,204969,153727,153727
3838,412821,103205,206411,154808,154808
3839,391390,97848,195695,146771,146771
3840,358130,89533,179065,134299,134299
3841,385447,96362,192723,144543,144543
3842,461117,115279,230558,172919,172919
3843,547910,136978,273955,205466,205466
3844,649917,162479,324959,243719,243719
3845,700963,175241,350482,262861,262861
3846,645971,161493,322986,242239,242239
3847,628408,157102,314204,235653,235653
3848,708518,177130,354259,265694,265694
3849,742219,185555,371110,278332,278332
3850,695428,173857,347714,260786,260786
3851,667793,166948,333896,250422,250422
3852,597638,149410,298819,224114,224114
3853,542840,135710,271420,203565,203565
3854,507304,126826,253652,190239,190239
3855,482026,120506,241013,180760,180760
3856,468838,117209,234419,175814,175814
3857,410135,102534,205067,153801,153801
3858,368323,92081,184162,138121,138121
3859,352914,88229,176457,132343,132343
3860,305422,76356,152711,114533,114533
3861,292537,73134,146269,109701,109701
3862,277160,69290,138580,103935,103935
3863,267235,66809,133618,100213,100213
3864,268814,67204,134407,100805,100805
3865,265160,66290,132580,99435,99435
3866,278559,69640,139279,104460,104460
3867,271974,67993,135987,101990,101990
3868,325069,81267,162534,121901,121901
3869,318389,79597,159195,119396,119396
3870,319855,79964,159927,119946,119946
3871,321255,80314,160627,120471,120471
3872,360979,90245,180490,135367,135367
3873,361780,90445,180890,135667,135667
3874,350177,87544,175089,131316,131316
3875,342054,85513,171027,128270,128270
3876,337910,84477,168955,126716,126716
3877,319853,79963,159926,119945,119945
3878,323158,80790,161579,121184,121184
3879,343773,85943,171886,128915,128915
3880,299810,74953,149905,112429,112429
3881,286898,71724,143449,107587,107587
3882,309573,77393,154786,116090,116090
3883,261695,65424,130847,98136,98136
3884,258424,64606,129212,96909,96909
3885,264120,66030,132060,99045,99045
3886,239829,59957,119914,89936,89936
3887,235360,58840,117680,88260,88260
3888,231131,57783,115565,86674,86674
3889,262207,65552,131103,98328,98328
3890,258854,64714,129427,97070,97070
3891,261262,65315,130631,97973,97973
3892,277538,69385,138769,104077,104077
3893,304408,76102,152204,114153,114153
3894,302659,75665,151330,113497,113497
3895,315870,78968,157935,118451,118451
3896,334731,83683,167366,125524,125524
3897,350116,87529,175058,131294,131294
3898,342573,85643,171287,128465,128465
3899,335324,83831,167662,125746,125746
3900,348272,87068,174136,130602,130602
3901,348636,87159,174318,130739,130739
3902,338515,84629,169258,126943,126943
3903,341992,85498,170996,128247,128247
3904,346386,86597,173193,129895,129895
3905,333781,83445,166890,125168,125168
3906,301072,75268,150536,112902,112902
3907,291491,72873,145745,109309,109309
3908,332494,83124,166247,124685,124685
3909,341744,85436,170872,128154,128154
3910,359384,89846,179692,134769,134769
3911,354998,88749,177499,133124,133124
3912,378192,94548,189096,141822,141822
3913,420077,105019,210038,157529,157529
3914,539132,134783,269566,202175,202175
3915,640658,160165,320329,240247,240247
3916,722996,180749,361498,271123,271123
3917,819086,204772,409543,307157,307157
3918,755114,188779,377557,283168,283168
3919,731026,182756,365513,274135,274135
3920,805069,201267,402535,301901,301901
3921,838260,209565,419130,314347,314347
3922,866780,216695,433390,325043,325043
3923,768874,192218,384437,288328,288328
3924,668477,167119,334238,250679,250679
3925,613872,153468,306936,230202,230202
3926,601263,150316,300631,225474,225474
3927,578370,144593,289185,216889,216889
3928,559458,139864,279729,209797,209797
3929,523124,130781,261562,196171,196171
3930,453378,113345,226689,170017,170017
3931,412220,103055,206110,154583,154583
3932,416369,104092,208184,156138,156138
3933,403979,100995,201990,151492,151492
3934,413978,103495,206989,155242,155242
3935,416488,104122,208244,156183,156183
3936,440492,110123,220246,165185,165185
3937,489638,122410,244819,183614,183614
3938,546386,136597,273193,204895,204895
3939,663466,165866,331733,248800,248800
3940,731462,182866,365731,274298,274298
3941,809011,202253,404505,303379,303379
3942,753655,188414,376827,282621,282621
3943,732348,183087,366174,274631,274631
3944,787023,196756,393512,295134,295134
3945,791193,197798,395597,296697,296697
3946,808605,202151,404303,303227,303227
3947,783228,195807,391614,293710,293710
3948,693010,173252,346505,259879,259879
3949,599857,149964,299928,224946,224946
3950,593809,148452,296905,222678,222678
3951,611708,152927,305854,229390,229390
3952,586820,146705,293410,220058,220058
3953,511638,127910,255819,191864,191864
3954,454104,113526,227052,170289,170289
3955,403347,100837,201674,151255,151255
3956,383639,95910,191820,143865,143865
3957,406941,101735,203471,152603,152603
3958,419904,104976,209952,157464,157464
3959,394302,98575,197151,147863,147863
3960,430920,107730,215460,161595,161595
3961,465440,116360,232720,174540,174540
3962,513738,128434,256869,192652,192652
3963,611300,152825,305650,229237,229237
3964,747634,186909,373817,280363,280363
3965,817441,204360,408720,306540,306540
3966,734593,183648,367296,275472,275472
3967,738410,184603,369205,276904,276904
3968,784809,196202,392405,294303,294303
3969,834943,208736,417472,313104,313104
3970,754674,188669,377337,283003,283003
3971,729088,182272,364544,273408,273408
3972,686189,171547,343094,257321,257321
3973,593173,148293,296586,222440,222440
3974,561164,140291,280582,210436,210436
3975,550109,137527,275055,206291,206291
3976,524099,131025,262049,196537,196537
3977,487584,121896,243792,182844,182844
3978,437952,109488,218976,164232,164232
3979,566000,141500,283000,212250,212250
3980,592868,148217,296434,222326,222326
3981,612510,153128,306255,229691,229691
3982,621954,155489,310977,233233,233233
3983,582191,145548,291095,218322,218322
3984,564278,141069,282139,211604,211604
3985,558922,139730,279461,209596,209596
3986,627010,156753,313505,235129,235129
3987,710732,177683,355366,266524,266524
3988,793578,198395,396789,297592,297592
3989,859939,214985,429970,322477,322477
3990,818255,204564,409127,306846,306846
3991,831346,207837,415673,311755,311755
3992,876697,219174,438348,328761,328761
3993,903682,225921,451841,338881,338881
3994,879413,219853,439707,329780,329780
3995,849231,212308,424616,318462,318462
3996,817864,204466,408932,306699,306699
3997,705705,176426,352853,264639,264639
3998,706315,176579,353158,264868,264868
3999,715034,178759,357517,268138,268138
4000,712627,178157,356314,267235,267235
4001,671246,167811,335623,251717,251717
4002,602396,150599,301198,225898,225898
4003,509843,127461,254922,191191,191191
4004,607209,151802,303605,227703,227703
4005,570979,142745,285490,214117,214117
4006,548731,137183,274365,205774,205774
4007,528641,132160,264320,198240,198240
4008,508637,127159,254319,190739,190739
4009,537037,134259,268519,201389,201389
4010,608162,152040,304081,228061,228061
4011,679142,169785,339571,254678,254678
4012,736134,184034,368067,276050,276050
4013,793732,198433,396866,297650,297650
4014,769225,192306,384612,288459,288459
4015,706207,176552,353104,264828,264828
4016,763841,190960,381921,286440,286440
4017,792358,198090,396179,297134,297134
4018,810166,202542,405083,303812,303812
4019,751003,187751,375502,281626,281626
4020,684862,171216,342431,256823,256823
4021,610979,152745,305489,229117,229117
4022,602124,150531,301062,225797,225797
4023,596480,149120,298240,223680,223680
4024,538071,134518,269036,201777,201777
4025,554740,138685,277370,208028,208028
4026,500299,125075,250149,187612,187612
4027,471910,117978,235955,176966,176966
4028,462113,115528,231056,173292,173292
4029,426949,106737,213474,160106,160106
4030,433987,108497,216994,162745,162745
4031,406151,101538,203075,152307,152307
4032,390054,97514,195027,146270,146270
4033,401895,100474,200947,150711,150711
4034,362965,90741,181483,136112,136112
4035,364692,91173,182346,136759,136759
4036,379914,94979,189957,142468,142468
4037,393759,98440,196880,147660,147660
4038,353819,88455,176910,132682,132682
4039,362964,90741,181482,136112,136112
4040,374798,93699,187399,140549,140549
4041,404610,101153,202305,151729,151729
4042,432977,108244,216489,162366,162366
4043,446173,111543,223086,167315,167315
4044,429544,107386,214772,161079,161079
4045,453789,113447,226895,170171,170171
4046,438806,109701,219403,164552,164552
4047,436922,109231,218461,163846,163846
4048,453130,113283,226565,169924,169924
4049,412776,103194,206388,154791,154791
4050,456762,114190,228381,171286,171286
4051,436838,109210,218419,163814,163814
4052,528834,132209,264417,198313,198313
4053,515016,128754,257508,193131,193131
4054,463968,115992,231984,173988,173988
4055,439376,109844,219688,164766,164766
4056,412947,103237,206473,154855,154855
4057,385066,96267,192533,144400,144400
4058,358008,89502,179004,134253,134253
4059,354326,88582,177163,132872,132872
4060,337720,84430,168860,126645,126645
4061,365701,91425,182851,137138,137138
4062,392645,98161,196322,147242,147242
4063,401668,100417,200834,150625,150625
4064,448799,112200,224400,168300,168300
4065,459976,114994,229988,172491,172491
4066,476269,119067,238135,178601,178601
4067,478164,119541,239082,179312,179312
4068,504317,126079,252158,189119,189119
4069,519426,129856,259713,194785,194785
4070,516479,129120,258239,193680,193680
4071,515395,128849,257697,193273,193273
4072,539422,134856,269711,202283,202283
4073,507688,126922,253844,190383,190383
4074,458793,114698,229396,172047,172047
4075,428182,107046,214091,160568,160568
4076,477792,119448,238896,179172,179172
4077,470488,117622,235244,176433,176433
4078,512271,128068,256136,192102,192102
4079,508044,127011,254022,190517,190517
4080,540696,135174,270348,202761,202761
4081,512611,128153,256306,192229,192229
4082,590334,147583,295167,221375,221375
4083,649863,162466,324932,243699,243699
4084,762143,190536,381072,285804,285804
4085,812298,203075,406149,304612,304612
4086,783826,195957,391913,293935,293935
4087,811031,202758,405516,304137,304137
4088,808291,202073,404146,303109,303109
4089,882829,220707,441415,331061,331061
4090,872883,218221,436441,327331,327331
4091,866765,216691,433382,325037,325037
4092,775384,193846,387692,290769,290769
4093,720597,180149,360299,270224,270224
4094,691944,172986,345972,259479,259479
4095,713951,178488,356975,267732,267732
4096,681269,170317,340635,255476,255476
4097,633274,158319,316637,237478,237478
4098,587260,146815,293630,220223,220223
4099,545270,136318,272635,204476,204476
4100,567971,141993,283985,212989,212989
4101,528595,132149,264298,198223,198223
4102,545728,136432,272864,204648,204648
4103,557918,139480,278959,209219,209219
4104,550105,137526,275052,206289,206289
4105,561052,140263,280526,210395,210395
4106,616455,154114,308227,231171,231171
4107,741399,185350,370700,278025,278025
4108,875876,218969,437938,328454,328454
4109,876857,219214,438428,328821,328821
4110,887251,221813,443625,332719,332719
4111,918173,229543,459086,344315,344315
4112,886215,221554,443107,332331,332331
4113,987058,246765,493529,370147,370147
4114,512448,128112,256224,192168,192168
4115,919389,229847,459694,344771,344771
4116,808678,202169,404339,303254,303254
4117,744595,186149,372298,279223,279223
4118,778026,194507,389013,291760,291760
4119,704432,176108,352216,264162,264162
4120,695261,173815,347630,260723,260723
4121,634163,158541,317082,237811,237811
4122,586397,146599,293198,219899,219899
4123,576802,144201,288401,216301,216301
4124,577420,144355,288710,216533,216533
4125,576979,144245,288490,216367,216367
4126,576990,144247,288495,216371,216371
4127,541382,135346,270691,203018,203018
4128,571882,142970,285941,214456,214456
4129,615634,153908,307817,230863,230863
4130,633874,158468,316937,237703,237703
4131,772330,193082,386165,289624,289624
4132,861622,215406,430811,323108,323108
4133,881890,220473,440945,330709,330709
4134,838858,209714,419429,314572,314572
4135,837392,209348,418696,314022,314022
4136,877509,219377,438755,329066,329066
4137,895754,223939,447877,335908,335908
4138,938650,234662,469325,351994,351994
4139,922061,230515,461030,345773,345773
4140,847670,211918,423835,317876,317876
4141,782778,195695,391389,293542,293542
4142,724116,181029,362058,271544,271544
4143,716942,179236,358471,268853,268853
4144,744059,186015,372029,279022,279022
4145,710566,177641,355283,266462,266462
4146,647350,161838,323675,242756,242756
4147,622638,155660,311319,233489,233489
4148,635126,158782,317563,238172,238172
4149,626889,156722,313444,235083,235083
4150,612956,153239,306478,229859,229859
4151,644456,161114,322228,241671,241671
4152,588327,147082,294163,220623,220623
4153,631152,157788,315576,236682,236682
4154,679730,169933,339865,254899,254899
4155,745289,186322,372645,279483,279483
4156,893103,223276,446552,334914,334914
4157,898233,224558,449117,336837,336837
4158,886445,221611,443223,332417,332417
4159,855741,213935,427871,320903,320903
4160,949170,237293,474585,355939,355939
4161,951060,237765,475530,356648,356648
4162,941235,235309,470617,352963,352963
4163,902916,225729,451458,338594,338594
4164,715439,178860,357720,268290,268290
4165,752842,188210,376421,282316,282316
4166,707098,176774,353549,265162,265162
4167,695051,173763,347526,260644,260644
4168,689762,172441,344881,258661,258661
4169,652596,163149,326298,244723,244723
4170,576720,144180,288360,216270,216270
4171,558574,139644,279287,209465,209465
4172,609253,152313,304627,228470,228470
4173,563803,140951,281902,211426,211426
4174,562615,140654,281307,210981,210981
4175,542908,135727,271454,203591,203591
4176,551635,137909,275818,206863,206863
4177,596195,149049,298098,223573,223573
4178,662340,165585,331170,248378,248378
4179,762826,190706,381413,286060,286060
4180,811284,202821,405642,304232,304232
4181,826173,206543,413086,309815,309815
4182,834470,208617,417235,312926,312926
4183,836785,209196,418392,313794,313794
4184,865896,216474,432948,324711,324711
4185,955794,238948,477897,358423,358423
4186,1016869,254217,508435,381326,381326
4187,937958,234490,468979,351734,351734
4188,841514,210378,420757,315568,315568
4189,825268,206317,412634,309476,309476
4190,801040,200260,400520,300390,300390
4191,759978,189994,379989,284992,284992
4192,767311,191828,383655,287742,287742
4193,716066,179017,358033,268525,268525
4194,681284,170321,340642,255482,255482
4195,661059,165265,330530,247897,247897
4196,665916,166479,332958,249718,249718
4197,618844,154711,309422,232066,232066
4198,606528,151632,303264,227448,227448
4199,568536,142134,284268,213201,213201
4200,530954,132738,265477,199108,199108
4201,482180,120545,241090,180817,180817
4202,423906,105977,211953,158965,158965
4203,441264,110316,220632,165474,165474
4204,449273,112318,224636,168477,168477
4205,450628,112657,225314,168985,168985
4206,435953,108988,217977,163482,163482
4207,463632,115908,231816,173862,173862
4208,488271,122068,244135,183102,183102
4209,511120,127780,255560,191670,191670
4210,538960,134740,269480,202110,202110
4211,511434,127858,255717,191788,191788
4212,590527,147632,295264,221448,221448
4213,582532,145633,291266,218450,218450
4214,604008,151002,302004,226503,226503
4215,597202,149301,298601,223951,223951
4216,579076,144769,289538,217154,217154
4217,559845,139961,279922,209942,209942
4218,539902,134976,269951,202463,202463
4219,543913,135978,271956,203967,203967
4220,554678,138670,277339,208004,208004
4221,577109,144277,288555,216416,216416
4222,570278,142569,285139,213854,213854
4223,507626,126907,253813,190360,190360
4224,464395,116099,232197,174148,174148
4225,448832,112208,224416,168312,168312
4226,406253,101563,203126,152345,152345
4227,404631,101158,202315,151737,151737
4228,400894,100224,200447,150335,150335
4229,393628,98407,196814,147610,147610
4230,418716,104679,209358,157018,157018
4231,438962,109740,219481,164611,164611
4232,475257,118814,237629,178221,178221
4233,494972,123743,247486,185615,185615
4234,541366,135341,270683,203012,203012
4235,523508,130877,261754,196316,196316
4236,560640,140160,280320,210240,210240
4237,610713,152678,305356,229017,229017
4238,620614,155153,310307,232730,232730
4239,611962,152991,305981,229486,229486
4240,620700,155175,310350,232762,232762
4241,616982,154246,308491,231368,231368
4242,590573,147643,295286,221465,221465
4243,568563,142141,284282,213211,213211
4244,571056,142764,285528,214146,214146
4245,597291,149323,298646,223984,223984
4246,604962,151241,302481,226861,226861
4247,604691,151173,302346,226759,226759
4248,576440,144110,288220,216165,216165
4249,575936,143984,287968,215976,215976
4250,599878,149969,299939,224954,224954
4251,733347,183337,366673,275005,275005
4252,868997,217249,434498,325874,325874
4253,876728,219182,438364,328773,328773
4254,868168,217042,434084,325563,325563
4255,901964,225491,450982,338236,338236
4256,940985,235246,470492,352869,352869
4257,1002921,250730,501460,376095,376095
4258,965602,241401,482801,362101,362101
4259,825815,206454,412907,309681,309681
4260,815225,203806,407612,305709,305709
4261,778813,194703,389406,292055,292055
4262,768956,192239,384478,288359,288359
4263,772336,193084,386168,289626,289626
4264,711406,177852,355703,266777,266777
4265,685788,171447,342894,257171,257171
4266,619605,154901,309802,232352,232352
4267,648650,162162,324325,243244,243244
4268,628657,157164,314329,235746,235746
4269,617102,154276,308551,231413,231413
4270,585957,146489,292978,219734,219734
4271,620910,155228,310455,232841,232841
4272,632245,158061,316122,237092,237092
4273,632553,158138,316276,237207,237207
4274,779341,194835,389670,292253,292253
4275,841710,210428,420855,315641,315641
4276,870235,217559,435117,326338,326338
4277,844436,211109,422218,316663,316663
4278,826400,206600,413200,309900,309900
4279,889751,222438,444875,333657,333657
4280,917482,229371,458741,344056,344056
4281,875015,218754,437508,328131,328131
4282,914774,228694,457387,343040,343040
4283,749536,187384,374768,281076,281076
4284,715839,178960,357919,268440,268440
4285,690418,172605,345209,258907,258907
4286,699905,174976,349953,262464,262464
4287,669063,167266,334532,250899,250899
4288,667812,166953,333906,250430,250430
4289,609217,152304,304608,228456,228456
4290,565693,141423,282846,212135,212135
4291,570308,142577,285154,213866,213866
4292,542514,135628,271257,203443,203443
4293,563910,140978,281955,211466,211466
4294,560144,140036,280072,210054,210054
4295,559782,139946,279891,209918,209918
4296,557377,139344,278688,209016,209016
4297,627550,156888,313775,235331,235331
4298,724674,181168,362337,271753,271753
4299,863022,215756,431511,323633,323633
4300,871417,217854,435708,326781,326781
4301,839756,209939,419878,314909,314909
4302,810864,202716,405432,304074,304074
4303,863574,215893,431787,323840,323840
4304,923888,230972,461944,346458,346458
4305,927647,231912,463823,347868,347868
4306,865246,216311,432623,324467,324467
4307,773868,193467,386934,290201,290201
4308,737306,184327,368653,276490,276490
4309,713864,178466,356932,267699,267699
4310,681868,170467,340934,255701,255701
4311,667193,166798,333597,250197,250197
4312,625071,156268,312535,234402,234402
4313,577412,144353,288706,216530,216530
4314,548680,137170,274340,205755,205755
4315,514034,128509,257017,192763,192763
4316,495701,123925,247851,185888,185888
4317,510639,127660,255320,191490,191490
4318,479343,119836,239671,179754,179754
4319,517452,129363,258726,194044,194044
4320,498728,124682,249364,187023,187023
4321,560902,140226,280451,210338,210338
4322,660505,165126,330253,247689,247689
4323,797265,199316,398633,298974,298974
4324,860874,215218,430437,322828,322828
4325,863813,215953,431906,323930,323930
4326,819634,204909,409817,307363,307363
4327,829034,207258,414517,310888,310888
4328,866096,216524,433048,324786,324786
4329,919461,229865,459730,344798,344798
4330,828113,207028,414057,310542,310542
4331,834425,208606,417213,312909,312909
4332,611844,152961,305922,229442,229442
4333,631123,157781,315561,236671,236671
4334,609664,152416,304832,228624,228624
4335,590122,147531,295061,221296,221296
4336,544942,136235,272471,204353,204353
4337,485921,121480,242960,182220,182220
4338,498124,124531,249062,186797,186797
4339,460684,115171,230342,172757,172757
4340,403382,100845,201691,151268,151268
4341,414860,103715,207430,155573,155573
4342,396902,99225,198451,148838,148838
4343,402401,100600,201201,150900,150900
4344,443266,110817,221633,166225,166225
4345,487555,121889,243778,182833,182833
4346,562658,140665,281329,210997,210997
4347,685491,171373,342745,257059,257059
4348,761290,190322,380645,285484,285484
4349,762087,190522,381043,285783,285783
4350,750785,187696,375393,281544,281544
4351,850264,212566,425132,318849,318849
4352,846925,211731,423462,317597,317597
4353,818171,204543,409085,306814,306814
4354,874834,218709,437417,328063,328063
4355,750052,187513,375026,281269,281269
4356,612916,153229,306458,229844,229844
4357,736551,184138,368275,276207,276207
4358,727308,181827,363654,272741,272741
4359,707650,176912,353825,265369,265369
4360,536774,134194,268387,201290,201290
4361,508592,127148,254296,190722,190722
4362,508557,127139,254278,190709,190709
4363,482292,120573,241146,180859,180859
4364,441880,110470,220940,165705,165705
4365,438570,109643,219285,164464,164464
4366,409252,102313,204626,153470,153470
4367,375852,93963,187926,140944,140944
4368,358399,89600,179199,134400,134400
4369,353942,88485,176971,132728,132728
4370,340790,85197,170395,127796,127796
4371,343269,85817,171634,128726,128726
4372,391202,97801,195601,146701,146701
4373,409361,102340,204681,153510,153510
4374,452608,113152,226304,169728,169728
